fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_chlorine,fs.costing.aggregate_flow_costs[electricity],fs.costing.aggregate_flow_costs[chlorine],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.chlorination.capital_a_parameter[default],fs.costing.chlorination.capital_b_parameter[default],fs.costing.chlorination.capital_c_parameter[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[total_coliforms_fecal_ecoli],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[total_coliforms_fecal_ecoli],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,total_coliforms_fecal_ecoli]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.initial_chlorine_demand[0.0],fs.unit.contact_time[0.0],fs.unit.concentration_time[0.0],fs.unit.chlorine_decay_rate[0.0],fs.unit.chlorine_dose[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[ChlorinationZO],fs.costing.LCOW_aggregate_indirect_capex[ChlorinationZO],fs.costing.LCOW_aggregate_fixed_opex[ChlorinationZO],fs.costing.LCOW_aggregate_variable_opex[ChlorinationZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.LCOW_aggregate_variable_opex[chlorine],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,dose,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3531106.36557362,0.0,0.0,0.02780949474388441,0.3089943860431601,19.050821740017668,4290.493344278077,3712958.343400662,56923.02901306504,290568.0,-1636000.0,421505.0,154.49719147660812,1.5449719147660816e-06,154.49719147660812,1.3163160713806469e-09,1,0.999148,0.02780949474388441,5e-05,-3.4000000000000004,1.5,81.0,3.0,2.0,3531106.36557362,1.0515,0.014900000000000002,3531106.36557362,52613.484847046944,52613.484847046944,4309.544166018094,298456.2976445644,5296.65954836043,176555.31827868102,3531.10636557362,3177.9957290162583,28248.85092458896,10593.31909672086,7062.21273114724,0.06121476502870768,0.04711325619256407,0.0024263326939170534,0.010791268730703922,0.0008839074115226336,0.04711325619256407,0.0024263326939170534,0.010791268730703922,0.0008839074115226336,3.907411522633744e-06,0.0008799999999999999,5e-05,5e-05,1.0,3531106.36557362,3.526315789473684,2,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4836186.688010278,0.0,0.0,0.02780949474388441,0.7724859651079002,19.050821740017668,10726.233360695192,5085250.302442809,82804.46583378836,290568.0,-1636000.0,421505.0,154.49719147660812,1.5449719147660816e-06,154.49719147660812,1.3163160713806469e-09,1,0.999148,0.02780949474388441,5e-05,-0.40000000000000036,1.5,81.0,3.0,5.0,4836186.688010278,1.0515,0.014900000000000002,4836186.688010278,72059.18165135315,72059.18165135315,10745.28418243521,413607.29575010354,7254.280032015417,241809.3344005139,4836.186688010278,4352.56801920925,38689.493504082224,14508.560064030835,9672.373376020556,0.08483276655014456,0.06452609432802592,0.0033230938578933376,0.014779670952702656,0.0022039074115226334,0.06452609432802592,0.0033230938578933376,0.014779670952702656,0.0022039074115226334,3.907411522633744e-06,0.0021999999999999997,5e-05,5e-05,1.0,4836186.688010278,3.526315789473684,5,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5823441.8401506515,0.0,0.0,0.02780949474388441,1.5449719302158005,19.050821740017668,21452.466721390385,6123349.094918411,108240.8009613751,290568.0,-1636000.0,421505.0,154.49719147660812,1.5449719147660816e-06,154.49719147660812,1.3163160713806469e-09,1,0.999148,0.02780949474388441,5e-05,4.6,1.5,81.0,3.0,10.0,5823441.8401506515,1.0515,0.014900000000000002,5823441.8401506515,86769.28341824471,86769.28341824471,21471.5175431304,506573.4470833304,8735.162760225978,291172.0920075326,5823.441840150652,5241.0976561355865,46587.534721205215,17470.325520451956,11646.883680301304,0.10390055354073482,0.07769839787676433,0.004001467490653363,0.01779678076179448,0.004403907411522633,0.07769839787676433,0.004001467490653363,0.01779678076179448,0.004403907411522633,3.907411522633744e-06,0.004399999999999999,5e-05,5e-05,1.0,5823441.8401506515,3.526315789473684,10,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6400949.08279653,0.0,0.0,0.02780949474388441,2.3174578953237006,19.050821740017668,32178.700082085572,6730597.960560552,127571.89223749391,290568.0,-1636000.0,421505.0,154.49719147660812,1.5449719147660816e-06,154.49719147660812,1.3163160713806469e-09,1,0.999148,0.02780949474388441,5e-05,9.6,1.5,81.0,3.0,15.0,6400949.08279653,1.0515,0.014900000000000002,6400949.08279653,95374.1413336683,95374.1413336683,32197.75090382559,565406.9485203405,9601.423624194795,320047.4541398265,6400.94908279653,5760.854174516878,51207.59266237224,19202.84724838959,12801.89816559306,0.11596757640038229,0.08540370150089252,0.004398290627295973,0.019561676860671166,0.006603907411522632,0.08540370150089252,0.004398290627295973,0.019561676860671166,0.006603907411522632,3.907411522633744e-06,0.006599999999999998,5e-05,5e-05,1.0,6400949.08279653,3.526315789473684,15,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6810696.992291026,0.0,0.0,0.02780949474388441,3.089943860431601,19.050821740017668,42904.93344278077,7161447.887394015,144403.3694496571,290568.0,-1636000.0,421505.0,154.49719147660812,1.5449719147660816e-06,154.49719147660812,1.3163160713806469e-09,1,0.999148,0.02780949474388441,5e-05,14.6,1.5,81.0,3.0,20.0,6810696.992291026,1.0515,0.014900000000000002,6810696.992291026,101479.3851851363,101479.3851851363,42923.98426452079,610265.8317772526,10216.045488436539,340534.8496145513,6810.696992291026,6129.627293061923,54485.575938328206,20432.090976873078,13621.393984582051,0.1251683405313251,0.09087070142550277,0.004679841123413401,0.020813890570886312,0.008803907411522633,0.09087070142550277,0.004679841123413401,0.020813890570886312,0.008803907411522633,3.907411522633744e-06,0.008799999999999999,5e-05,5e-05,1.0,6810696.992291026,3.526315789473684,20,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7128522.16258731,0.0,0.0,0.02780949474388441,3.8624298255395013,19.050821740017668,53631.16680347596,7495641.053960558,159865.19784776692,290568.0,-1636000.0,421505.0,154.49719147660812,1.5449719147660816e-06,154.49719147660812,1.3163160713806469e-09,1,0.999148,0.02780949474388441,5e-05,19.6,1.5,81.0,3.0,25.0,7128522.16258731,1.0515,0.014900000000000002,7128522.16258731,106214.98022255093,106214.98022255093,53650.21762521598,647467.4052545379,10692.783243880966,356426.10812936554,7128.52216258731,6415.6699463285795,57028.17730069848,21385.56648776193,14257.04432517462,0.1327985550621717,0.09511123601222618,0.00489822865462966,0.021785182983793217,0.011003907411522634,0.09511123601222618,0.00489822865462966,0.021785182983793217,0.011003907411522634,3.907411522633744e-06,0.010999999999999998,5e-05,5e-05,1.0,7128522.16258731,3.526315789473684,25,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2667064.2306465637,0.0,0.0,0.03777110480139524,0.20983947111886245,25.874996691665785,2913.69324126347,2804418.0385248624,42678.82527458894,290568.0,-1636000.0,421505.0,209.83946902046773,2.0983946902046776e-06,209.83946902046773,1.7878322760543113e-09,1,0.999148,0.03777110480139524,5e-05,-4.4,1.5,81.0,3.0,1.0,2667064.2306465637,1.0515,0.014900000000000002,2667064.2306465637,39739.257036633804,39739.257036633804,2939.568237955136,225110.24324564557,4000.5963459698455,133353.2115323282,2667.064230646564,2400.3578075819078,21336.51384517251,8001.192691939691,5334.128461293128,0.03399414379845061,0.026199874237626892,0.001349293523237786,0.0060010686260632915,0.00044390741152263363,0.026199874237626892,0.001349293523237786,0.0060010686260632915,0.00044390741152263363,3.907411522633744e-06,0.00043999999999999996,5e-05,5e-05,1.0,2667064.2306465637,4.789473684210526,1,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3778209.5959648653,0.0,0.0,0.03777110480139524,0.4196789422377249,25.874996691665785,5827.38648252694,3972787.390157056,62148.58445909511,290568.0,-1636000.0,421505.0,209.83946902046773,2.0983946902046776e-06,209.83946902046773,1.7878322760543113e-09,1,0.999148,0.03777110480139524,5e-05,-3.4000000000000004,1.5,81.0,3.0,2.0,3778209.5959648653,1.0515,0.014900000000000002,3778209.5959648653,56295.3229798765,56295.3229798765,5853.261479218606,320584.1054576382,5667.314393947298,188910.47979824326,3778.2095959648655,3400.388636368379,30225.676767718924,11334.628787894597,7556.419191929731,0.048411756050267665,0.03711519772198259,0.0019114326826821018,0.00850121823408034,0.0008839074115226335,0.03711519772198259,0.0019114326826821018,0.00850121823408034,0.0008839074115226335,3.907411522633744e-06,0.0008799999999999999,5e-05,5e-05,1.0,3778209.5959648653,4.789473684210526,2,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5247063.87188301,0.0,0.0,0.03777110480139524,1.0491973555943122,25.874996691665785,14568.466206317347,5517287.661284985,92775.59289406586,290568.0,-1636000.0,421505.0,209.83946902046773,2.0983946902046776e-06,209.83946902046773,1.7878322760543113e-09,1,0.999148,0.03777110480139524,5e-05,-0.40000000000000036,1.5,81.0,3.0,5.0,5247063.87188301,1.0515,0.014900000000000002,5247063.87188301,78181.25169105685,78181.25169105685,14594.341203009013,451683.073011357,7870.595807824515,262353.1935941505,5247.06387188301,4722.3574846947095,41976.51097506408,15741.19161564903,10494.12774376602,0.06820915438538644,0.05154447050073619,0.002654540230787922,0.0118062362423397,0.002203907411522633,0.05154447050073619,0.002654540230787922,0.0118062362423397,0.002203907411522633,3.907411522633744e-06,0.0021999999999999993,5e-05,5e-05,1.0,5247063.87188301,4.789473684210526,5,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6358209.237201311,0.0,0.0,0.03777110480139524,2.0983947111886243,25.874996691665785,29136.932412634695,6685657.012917179,123900.1250436259,290568.0,-1636000.0,421505.0,209.83946902046773,2.0983946902046776e-06,209.83946902046773,1.7878322760543113e-09,1,0.999148,0.03777110480139524,5e-05,4.6,1.5,81.0,3.0,10.0,6358209.237201311,1.0515,0.014900000000000002,6358209.237201311,94737.31763429954,94737.31763429954,29162.80740932636,558811.7081884035,9537.313855801965,317910.4618600656,6358.209237201311,5722.38831348118,50865.67389761049,19074.62771160393,12716.418474402622,0.0843867666372035,0.06245979398509188,0.0032166793902322424,0.014306385850356746,0.004403907411522632,0.06245979398509188,0.0032166793902322424,0.014306385850356746,0.004403907411522632,3.907411522633744e-06,0.0043999999999999985,5e-05,5e-05,1.0,6358209.237201311,4.789473684210526,10,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7008187.608762628,0.0,0.0,0.03777110480139524,3.147592066782937,25.874996691665785,43705.39861895205,7369109.270613904,148153.26898620688,290568.0,-1636000.0,421505.0,209.83946902046773,2.0983946902046776e-06,209.83946902046773,1.7878322760543113e-09,1,0.999148,0.03777110480139524,5e-05,9.6,1.5,81.0,3.0,15.0,7008187.608762628,1.0515,0.014900000000000002,7008187.608762628,104421.99537056318,104421.99537056318,43731.27361564372,627524.4023030115,10512.281413143943,350409.38043813145,7008.187608762629,6307.368847886366,56065.50087010103,21024.562826287885,14016.375217525258,0.0947631456541371,0.06884484890668097,0.0035455097186940713,0.01576887961723942,0.006603907411522633,0.06884484890668097,0.0035455097186940713,0.01576887961723942,0.006603907411522633,3.907411522633744e-06,0.006599999999999999,5e-05,5e-05,1.0,7008187.608762628,4.789473684210526,15,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7469354.602519612,0.0,0.0,0.03777110480139524,4.196789422377249,25.874996691665785,58273.86482526939,7854026.364549372,169593.12339950327,290568.0,-1636000.0,421505.0,209.83946902046773,2.0983946902046776e-06,209.83946902046773,1.7878322760543113e-09,1,0.999148,0.03777110480139524,5e-05,14.6,1.5,81.0,3.0,20.0,7469354.602519612,1.0515,0.014900000000000002,7469354.602519612,111293.38357754223,111293.38357754223,58299.739821961055,680508.8095717673,11204.031903779418,373467.7301259806,7469.354602519612,6722.419142267651,59754.836820156896,22408.063807558836,14938.709205039224,0.10276437888902056,0.07337511746944757,0.0037788185496765627,0.016806535458373795,0.008803907411522632,0.07337511746944757,0.0037788185496765627,0.016806535458373795,0.008803907411522632,3.907411522633744e-06,0.008799999999999997,5e-05,5e-05,1.0,7469354.602519612,4.789473684210526,20,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7827063.513119456,0.0,0.0,0.03777110480139524,5.245986777971561,25.874996691665785,72842.33103158674,8230157.2840451095,189491.4523737583,290568.0,-1636000.0,421505.0,209.83946902046773,2.0983946902046776e-06,209.83946902046773,1.7878322760543113e-09,1,0.999148,0.03777110480139524,5e-05,19.6,1.5,81.0,3.0,25.0,7827063.513119456,1.0515,0.014900000000000002,7827063.513119456,116623.24634547991,116623.24634547991,72868.20602827841,724874.9946372841,11740.595269679185,391353.17565597285,7827.063513119457,7044.357161807511,62616.508104955654,23481.19053935837,15654.127026238913,0.1094641649723223,0.0768890667638455,0.003959786938338054,0.01761140385861611,0.011003907411522632,0.0768890667638455,0.003959786938338054,0.01761140385861611,0.011003907411522632,3.907411522633744e-06,0.010999999999999998,5e-05,5e-05,1.0,7827063.513119456,4.789473684210526,25,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2761263.816550407,0.0,0.0,0.047732714858906074,0.26518174921614485,32.69917164331391,3682.139810387901,2903468.903102753,44857.66984863228,290568.0,-1636000.0,421505.0,265.1817465643274,2.6518174656432744e-06,265.1817465643274,2.259348480727976e-09,1,0.999148,0.047732714858906074,5e-05,-4.4,1.5,81.0,3.0,1.0,2761263.816550407,1.0515,0.014900000000000002,2761263.816550407,41142.83086660107,41142.83086660107,3714.838982031215,233732.48870642285,4141.895724825611,138063.19082752036,2761.2638165504072,2485.137434895367,22090.110532403258,8283.791449651222,5522.5276331008145,0.02793003533996498,0.021464322537086383,0.0011054126106599502,0.004916392780696014,0.00044390741152263363,0.021464322537086383,0.0011054126106599502,0.004916392780696014,0.00044390741152263363,3.907411522633745e-06,0.00043999999999999985,5e-05,5e-05,1.0,2761263.816550407,6.052631578947368,1,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3967126.501863355,0.0,0.0,0.047732714858906074,0.5303634984322897,32.69917164331391,7364.279620775802,4171433.516709318,66507.16367018312,290568.0,-1636000.0,421505.0,265.1817465643274,2.6518174656432744e-06,265.1817465643274,2.259348480727976e-09,1,0.999148,0.047732714858906074,5e-05,-3.4000000000000004,1.5,81.0,3.0,2.0,3967126.501863355,1.0515,0.014900000000000002,3967126.501863355,59110.184877764,59110.184877764,7396.978792419116,337864.9002740891,5950.689752795032,198356.32509316775,3967.126501863355,3570.4138516770195,31737.01201490684,11901.379505590065,7934.25300372671,0.04037341431229855,0.030837938146669592,0.0015881538145534873,0.007063414939552837,0.0008839074115226335,0.030837938146669592,0.0015881538145534873,0.007063414939552837,0.0008839074115226335,3.907411522633745e-06,0.0008799999999999997,5e-05,5e-05,1.0,3967126.501863355,6.052631578947368,2,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5561190.264154859,0.0,0.0,0.047732714858906074,1.3259087460807242,32.69917164331391,18410.699051939504,5847591.562758835,101305.13315949023,290568.0,-1636000.0,421505.0,265.1817465643274,2.6518174656432744e-06,265.1817465643274,2.259348480727976e-09,1,0.999148,0.047732714858906074,5e-05,-0.40000000000000036,1.5,81.0,3.0,5.0,5561190.264154859,1.0515,0.014900000000000002,5561190.264154859,82861.73493590741,82861.73493590741,18443.39822358282,481699.3560802696,8341.785396232288,278059.51320774294,5561.190264154859,5005.071237739374,44489.52211323887,16683.570792464576,11122.380528309717,0.0575610182094065,0.04322918397165237,0.0022263029745401086,0.00990162385169139,0.002203907411522633,0.04322918397165237,0.0022263029745401086,0.00990162385169139,0.002203907411522633,3.907411522633745e-06,0.0021999999999999993,5e-05,5e-05,1.0,5561190.264154859,6.052631578947368,5,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6767052.949467806,0.0,0.0,0.047732714858906074,2.6518174921614484,32.69917164331391,36821.39810387901,7115556.176365399,137683.18622259266,290568.0,-1636000.0,421505.0,265.1817465643274,2.6518174656432744e-06,265.1817465643274,2.259348480727976e-09,1,0.999148,0.047732714858906074,5e-05,4.6,1.5,81.0,3.0,10.0,6767052.949467806,1.0515,0.014900000000000002,6767052.949467806,100829.08894707033,100829.08894707033,36854.09727552232,600560.3268894874,10150.57942420171,338352.64747339033,6767.052949467807,6090.347654521026,54136.42359574245,20301.15884840342,13534.105898935613,0.07176439718174007,0.05260279958123558,0.002709044178433639,0.012048646010548211,0.004403907411522632,0.05260279958123558,0.002709044178433639,0.012048646010548211,0.004403907411522632,3.907411522633745e-06,0.0043999999999999985,5e-05,5e-05,1.0,6767052.949467806,6.052631578947368,10,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7472437.401394797,0.0,0.0,0.047732714858906074,3.9777262382421728,32.69917164331391,55232.09715581852,7857267.927566629,166604.1136082443,290568.0,-1636000.0,421505.0,265.1817465643274,2.6518174656432744e-06,265.1817465643274,2.259348480727976e-09,1,0.999148,0.047732714858906074,5e-05,9.6,1.5,81.0,3.0,15.0,7472437.401394797,1.0515,0.014900000000000002,7472437.401394797,111339.31728078249,111339.31728078249,55264.79632746183,677730.6681066841,11208.656102092194,373621.8700697399,7472.437401394796,6725.193661255317,59779.49921115837,22417.31220418439,14944.874802789593,0.08098592376250005,0.058086013209016234,0.002991429680264341,0.013304573461696834,0.006603907411522632,0.058086013209016234,0.002991429680264341,0.013304573461696834,0.006603907411522632,3.907411522633745e-06,0.006599999999999998,5e-05,5e-05,1.0,7472437.401394797,6.052631578947368,15,default,ChlorinationZO,chlorination
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7972915.634780754,0.0,0.0,0.047732714858906074,5.303634984322897,32.69917164331391,73642.79620775802,8383520.7899719635,192471.93833763458,290568.0,-1636000.0,421505.0,265.1817465643274,2.6518174656432744e-06,265.1817465643274,2.259348480727976e-09,1,0.999148,0.047732714858906074,5e-05,14.6,1.5,81.0,3.0,20.0,7972915.634780754,1.0515,0.014900000000000002,7972915.634780754,118796.44295823325,118796.44295823325,73675.49537940133,737831.9967506446,11959.373452171132,398645.7817390377,7972.915634780755,7175.62407130268,63783.32507824604,23918.746904342264,15945.83126956151,0.08816777615407362,0.06197641519081879,0.003191785382327183,0.014195668169405035,0.008803907411522632,0.06197641519081879,0.003191785382327183,0.014195668169405035,0.008803907411522632,3.907411522633745e-06,0.008799999999999997,5e-05,5e-05,1.0,7972915.634780754,6.052631578947368,20,default,ChlorinationZO,chlorination
